b'Aethyr',http://metalstorm.net/bands/band.php?band_id=9031&bandname=Aethyr
b'Aeturnus Dominion',http://metalstorm.net/bands/band.php?band_id=1629&bandname=Aeturnus+Dominion
b'Aeveron',http://metalstorm.net/bands/band.php?band_id=4074&bandname=Aeveron
b'Afgrund',http://metalstorm.net/bands/band.php?band_id=2653&bandname=Afgrund
b'After All',http://metalstorm.net/bands/band.php?band_id=2159&bandname=After+All
b'After Forever',http://metalstorm.net/bands/band.php?band_id=23&bandname=After+Forever
b'After Oblivion',http://metalstorm.net/bands/band.php?band_id=6433&bandname=After+Oblivion
b'After The Burial',http://metalstorm.net/bands/band.php?band_id=5056&bandname=After+The+Burial
b'AfterBlood',http://metalstorm.net/bands/band.php?band_id=8059&bandname=AfterBlood
b'Afterlife (IT)',http://metalstorm.net/bands/band.php?band_id=9838&bandname=Afterlife+%28IT%29
b'Afterlife Symphony',http://metalstorm.net/bands/band.php?band_id=9837&bandname=Afterlife+Symphony
b'Aftershok',http://metalstorm.net/bands/band.php?band_id=5671&bandname=Aftershok
b'Against Nature',http://metalstorm.net/bands/band.php?band_id=9054&bandname=Against+Nature
b'Against The Plagues',http://metalstorm.net/bands/band.php?band_id=3423&bandname=Against+The+Plagues
b'Against Tolerance',http://metalstorm.net/bands/band.php?band_id=6339&bandname=Against+Tolerance
b'Agalloch',http://metalstorm.net/bands/band.php?band_id=296&bandname=Agalloch
b'Agathodaimon',http://metalstorm.net/bands/band.php?band_id=103&bandname=Agathodaimon
b'Age Of Artemis',http://metalstorm.net/bands/band.php?band_id=7753&bandname=Age+Of+Artemis
b'Age Of Silence',http://metalstorm.net/bands/band.php?band_id=1213&bandname=Age+Of+Silence
b'Age Of Taurus',http://metalstorm.net/bands/band.php?band_id=8122&bandname=Age+Of+Taurus
b'Age Of Woe',http://metalstorm.net/bands/band.php?band_id=7916&bandname=Age+Of+Woe
b'Agent Fresco',http://metalstorm.net/bands/band.php?band_id=9461&bandname=Agent+Fresco
b'Agent Steel',http://metalstorm.net/bands/band.php?band_id=579&bandname=Agent+Steel
b'Aghora',http://metalstorm.net/bands/band.php?band_id=3793&bandname=Aghora
b'Agonizer',http://metalstorm.net/bands/band.php?band_id=117&bandname=Agonizer
b'Agora',http://metalstorm.net/bands/band.php?band_id=477&bandname=Agora
b'Agoraphobic Nosebleed',http://metalstorm.net/bands/band.php?band_id=519&bandname=Agoraphobic+Nosebleed
b'Agressor',http://metalstorm.net/bands/band.php?band_id=3088&bandname=Agressor
b'Agrimonia',http://metalstorm.net/bands/band.php?band_id=8099&bandname=Agrimonia
b'Agro',http://metalstorm.net/bands/band.php?band_id=936&bandname=Agro
b'Agruss',http://metalstorm.net/bands/band.php?band_id=7002&bandname=Agruss
b'Agrypnie',http://metalstorm.net/bands/band.php?band_id=3220&bandname=Agrypnie
b'Ah Ciliz',http://metalstorm.net/bands/band.php?band_id=8600&bandname=Ah+Ciliz
b'Ahab',http://metalstorm.net/bands/band.php?band_id=2139&bandname=Ahab
b'Ahamkara',http://metalstorm.net/bands/band.php?band_id=9203&bandname=Ahamkara
b'Ahoora',http://metalstorm.net/bands/band.php?band_id=3916&bandname=Ahoora
b'Ahumado Granujo',http://metalstorm.net/bands/band.php?band_id=3301&bandname=Ahumado+Granujo
b'Aina',http://metalstorm.net/bands/band.php?band_id=1084&bandname=Aina
b'Aion',http://metalstorm.net/bands/band.php?band_id=8950&bandname=Aion
b'Airborn',http://metalstorm.net/bands/band.php?band_id=5522&bandname=Airborn
b'Airbourne',http://metalstorm.net/bands/band.php?band_id=3156&bandname=Airbourne
b'Airdash',http://metalstorm.net/bands/band.php?band_id=5634&bandname=Airdash
"b""Airged L'amh""",http://metalstorm.net/bands/band.php?band_id=1778&bandname=Airged+L%26%23039%3Bamh
b'Aisling',http://metalstorm.net/bands/band.php?band_id=1211&bandname=Aisling
b'Ajattara',http://metalstorm.net/bands/band.php?band_id=391&bandname=Ajattara
b'Ajdath',http://metalstorm.net/bands/band.php?band_id=2981&bandname=Ajdath
b'Akelei',http://metalstorm.net/bands/band.php?band_id=5648&bandname=Akelei
b'Akem Manah',http://metalstorm.net/bands/band.php?band_id=8058&bandname=Akem+Manah
b'Akem Manah (USA)',http://metalstorm.net/bands/band.php?band_id=8218&bandname=Akem+Manah+%28USA%29
b'Akercocke',http://metalstorm.net/bands/band.php?band_id=491&bandname=Akercocke
b'Akhenaten',http://metalstorm.net/bands/band.php?band_id=9055&bandname=Akhenaten
b'Akoma',http://metalstorm.net/bands/band.php?band_id=9867&bandname=Akoma
b'Akphaezya',http://metalstorm.net/bands/band.php?band_id=3730&bandname=Akphaezya
b'Akral Necrosis',http://metalstorm.net/bands/band.php?band_id=9792&bandname=Akral+Necrosis
b'Akrea',http://metalstorm.net/bands/band.php?band_id=4663&bandname=Akrea
b'Akroma',http://metalstorm.net/bands/band.php?band_id=2179&bandname=Akroma
b'Aktor',http://metalstorm.net/bands/band.php?band_id=8739&bandname=Aktor
b'Al-Namrood',http://metalstorm.net/bands/band.php?band_id=5224&bandname=Al-Namrood
b'Alabama Thunderpussy',http://metalstorm.net/bands/band.php?band_id=3413&bandname=Alabama+Thunderpussy
b'Alarum',http://metalstorm.net/bands/band.php?band_id=1824&bandname=Alarum
b'Alas',http://metalstorm.net/bands/band.php?band_id=7053&bandname=Alas
b'Alaskan',http://metalstorm.net/bands/band.php?band_id=6756&bandname=Alaskan
b'Alcest',http://metalstorm.net/bands/band.php?band_id=1748&bandname=Alcest
b'Alchemist',http://metalstorm.net/bands/band.php?band_id=948&bandname=Alchemist
b'Alda',http://metalstorm.net/bands/band.php?band_id=6586&bandname=Alda
b'Aldious',http://metalstorm.net/bands/band.php?band_id=7352&bandname=Aldious
b'Aleph',http://metalstorm.net/bands/band.php?band_id=1835&bandname=Aleph
b'Alestorm',http://metalstorm.net/bands/band.php?band_id=2786&bandname=Alestorm
b'Aletheian',http://metalstorm.net/bands/band.php?band_id=3799&bandname=Aletheian
b'Algaion',http://metalstorm.net/bands/band.php?band_id=5011&bandname=Algaion
b'Alghazanth',http://metalstorm.net/bands/band.php?band_id=2774&bandname=Alghazanth
"b""Algy Ward's Tank""",http://metalstorm.net/bands/band.php?band_id=9050&bandname=Algy+Ward%26%23039%3Bs+Tank
b'Alice Cooper',http://metalstorm.net/bands/band.php?band_id=401&bandname=Alice+Cooper
b'Alice In Chains',http://metalstorm.net/bands/band.php?band_id=2141&bandname=Alice+In+Chains
b'Alien Syndrome 777',http://metalstorm.net/bands/band.php?band_id=9269&bandname=Alien+Syndrome+777
b'Alister',http://metalstorm.net/bands/band.php?band_id=5909&bandname=Alister
b'Alkaloid',http://metalstorm.net/bands/band.php?band_id=8780&bandname=Alkaloid
b'Alkemyst',http://metalstorm.net/bands/band.php?band_id=3352&bandname=Alkemyst
b'Alkerdeel',http://metalstorm.net/bands/band.php?band_id=6944&bandname=Alkerdeel
b'Alkimya',http://metalstorm.net/bands/band.php?band_id=2475&bandname=Alkimya
b'Alkoholizer',http://metalstorm.net/bands/band.php?band_id=9309&bandname=Alkoholizer
b'Alkonost',http://metalstorm.net/bands/band.php?band_id=2111&bandname=Alkonost
b'All Pigs Must Die',http://metalstorm.net/bands/band.php?band_id=8126&bandname=All+Pigs+Must+Die
b'All Shall Perish',http://metalstorm.net/bands/band.php?band_id=648&bandname=All+Shall+Perish
b'All That Remains',http://metalstorm.net/bands/band.php?band_id=3388&bandname=All+That+Remains
b'Allegaeon',http://metalstorm.net/bands/band.php?band_id=6125&bandname=Allegaeon
b'Allen/Lande',http://metalstorm.net/bands/band.php?band_id=3155&bandname=Allen%2FLande
b'Allfader',http://metalstorm.net/bands/band.php?band_id=3148&bandname=Allfader
b'Alm\xc3\xb4ra',http://metalstorm.net/bands/band.php?band_id=2067&bandname=Alm%26ocirc%3Bra
b'Almafuerte',http://metalstorm.net/bands/band.php?band_id=2717&bandname=Almafuerte
b'Almah',http://metalstorm.net/bands/band.php?band_id=3868&bandname=Almah
b'Almanac',http://metalstorm.net/bands/band.php?band_id=9344&bandname=Almanac
b'Almyrkvi',http://metalstorm.net/bands/band.php?band_id=9674&bandname=Almyrkvi
b'Alogia',http://metalstorm.net/bands/band.php?band_id=2559&bandname=Alogia
b'Alpha Tiger',http://metalstorm.net/bands/band.php?band_id=7039&bandname=Alpha+Tiger
b'Alpine Fault',http://metalstorm.net/bands/band.php?band_id=7245&bandname=Alpine+Fault
b'Altar (ROM)',http://metalstorm.net/bands/band.php?band_id=5358&bandname=Altar+%28ROM%29
b'Altar Of Betelgeuze',http://metalstorm.net/bands/band.php?band_id=8071&bandname=Altar+Of+Betelgeuze
b'Altar Of Plagues',http://metalstorm.net/bands/band.php?band_id=4386&bandname=Altar+Of+Plagues
b'Altaria',http://metalstorm.net/bands/band.php?band_id=542&bandname=Altaria
b'Altars',http://metalstorm.net/bands/band.php?band_id=8859&bandname=Altars
b'Altars Of Grief',http://metalstorm.net/bands/band.php?band_id=8786&bandname=Altars+Of+Grief
b'Alter Bridge',http://metalstorm.net/bands/band.php?band_id=7770&bandname=Alter+Bridge
b'Alterbeast',http://metalstorm.net/bands/band.php?band_id=8250&bandname=Alterbeast
b'Aluk Todolo',http://metalstorm.net/bands/band.php?band_id=7534&bandname=Aluk+Todolo
b'Alunah',http://metalstorm.net/bands/band.php?band_id=8512&bandname=Alunah
b'Amaran',http://metalstorm.net/bands/band.php?band_id=204&bandname=Amaran
b'Amaranthe',http://metalstorm.net/bands/band.php?band_id=4907&bandname=Amaranthe
b'Amaseffer',http://metalstorm.net/bands/band.php?band_id=3369&bandname=Amaseffer
b'Ambeon',http://metalstorm.net/bands/band.php?band_id=4340&bandname=Ambeon
b'Amberian Dawn',http://metalstorm.net/bands/band.php?band_id=3569&bandname=Amberian+Dawn
b'Ambush',http://metalstorm.net/bands/band.php?band_id=9012&bandname=Ambush
b'Amederia',http://metalstorm.net/bands/band.php?band_id=8685&bandname=Amederia
b'Amendfoil',http://metalstorm.net/bands/band.php?band_id=9441&bandname=Amendfoil
b'Amenra',http://metalstorm.net/bands/band.php?band_id=7370&bandname=Amenra
b'American Head Charge',http://metalstorm.net/bands/band.php?band_id=1327&bandname=American+Head+Charge
b'Amesoeurs',http://metalstorm.net/bands/band.php?band_id=2640&bandname=Amesoeurs
b'Amestigon',http://metalstorm.net/bands/band.php?band_id=5102&bandname=Amestigon
b'Amiensus',http://metalstorm.net/bands/band.php?band_id=7654&bandname=Amiensus
b'Amnis Nihili',http://metalstorm.net/bands/band.php?band_id=9084&bandname=Amnis+Nihili
b'Amogh Symphony',http://metalstorm.net/bands/band.php?band_id=6257&bandname=Amogh+Symphony
b'Amon',http://metalstorm.net/bands/band.php?band_id=7104&bandname=Amon
b'Amon Amarth',http://metalstorm.net/bands/band.php?band_id=25&bandname=Amon+Amarth
b'Amor E Morte',http://metalstorm.net/bands/band.php?band_id=5661&bandname=Amor+E+Morte
b'Amoral',http://metalstorm.net/bands/band.php?band_id=2805&bandname=Amoral
b'Amorphis',http://metalstorm.net/bands/band.php?band_id=26&bandname=Amorphis
b'Amulance',http://metalstorm.net/bands/band.php?band_id=2489&bandname=Amulance
b'An Abstract Illusion',http://metalstorm.net/bands/band.php?band_id=9731&bandname=An+Abstract+Illusion
b'An Autumn For Crippled Children',http://metalstorm.net/bands/band.php?band_id=4811&bandname=An+Autumn+For+Crippled+Children
b'Anaal Nathrakh',http://metalstorm.net/bands/band.php?band_id=535&bandname=Anaal+Nathrakh
b'AnachroniA',http://metalstorm.net/bands/band.php?band_id=660&bandname=AnachroniA
b'Anacrusis',http://metalstorm.net/bands/band.php?band_id=524&bandname=Anacrusis
b'Anagnorisis',http://metalstorm.net/bands/band.php?band_id=6012&bandname=Anagnorisis
b'Anal Blasphemy',http://metalstorm.net/bands/band.php?band_id=5756&bandname=Anal+Blasphemy
b'Anal Cunt',http://metalstorm.net/bands/band.php?band_id=3974&bandname=Anal+Cunt
b'Anal Stench',http://metalstorm.net/bands/band.php?band_id=3022&bandname=Anal+Stench
b'Anarchadia',http://metalstorm.net/bands/band.php?band_id=7854&bandname=Anarchadia
b'Anata',http://metalstorm.net/bands/band.php?band_id=2078&bandname=Anata
b'Anathema',http://metalstorm.net/bands/band.php?band_id=28&bandname=Anathema
b'Anatomia',http://metalstorm.net/bands/band.php?band_id=7419&bandname=Anatomia
b'Ancestors Revenge',http://metalstorm.net/bands/band.php?band_id=8404&bandname=Ancestors+Revenge
b'Ancestral Legacy',http://metalstorm.net/bands/band.php?band_id=5608&bandname=Ancestral+Legacy
b'Ancient',http://metalstorm.net/bands/band.php?band_id=1252&bandname=Ancient
b'Ancient Altar',http://metalstorm.net/bands/band.php?band_id=8328&bandname=Ancient+Altar
b'Ancient Ascendant',http://metalstorm.net/bands/band.php?band_id=7719&bandname=Ancient+Ascendant
